,1:2,3,5,4
Signature.1,0.017484892557,0.0,0.0,0.0207706055476
Signature.2,0.102529880331,0.0549158943673,0.117696372022,0.0
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0252735094098,0.024398459772,0.0,0.0
Signature.5,0.0583097806685,0.0,0.0307736487954,0.0956275904179
Signature.6,0.0426723496712,0.0,0.0,0.0457700862099
Signature.7,0.0151125064274,0.0603208273604,0.0151604334617,0.0
Signature.8,0.0441299188834,0.0,0.0,0.0
Signature.9,0.0,0.0241468538869,0.0,0.213496281085
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.506927707909,0.0404707824786,0.0
Signature.12,0.0,0.0,0.0,0.032992443969
Signature.13,0.0569623881364,0.0,0.0,0.0
Signature.14,0.0881399573803,0.0,0.0,0.0571755772603
Signature.15,0.0,0.0271252064441,0.0425731754678,0.0727952145834
Signature.16,0.0191843198582,0.0,0.0,0.0129065402596
Signature.17,0.0194056251741,0.0183724941919,0.0,0.0
Signature.18,0.293844953856,0.0,0.120222371621,0.0241870830995
Signature.19,0.0,0.0,0.0246725147787,0.0
Signature.20,0.0,0.0,0.0129216474199,0.0
Signature.21,0.0,0.0769664683391,0.0547657068233,0.0
Signature.22,0.0577608266445,0.0,0.104522842719,0.0
Signature.23,0.0228367317617,0.0117633984877,0.148729296195,0.135252423674
Signature.24,0.0,0.0,0.0,0.061735695812
Signature.25,0.0,0.0138328871451,0.0,0.162106513701
Signature.26,0.0423784637474,0.0615986956876,0.0209885573739,0.0
Signature.27,0.0939738954928,0.0111531145451,0.0,0.0651839443803
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0,0.188281054583,0.0
Signature.30,0.0,0.108477991864,0.078221596261,0.0
