,11:10:1:2:5:6:9:8,3:4,7
Signature.1,0.0534010624019,0.0,0.0
Signature.2,0.0,0.059313607441,0.0319953796052
Signature.3,0.0639754432994,0.0495117004106,0.0430575695911
Signature.4,0.180940695677,0.031394969004,0.0211154799894
Signature.5,0.0,0.123404732903,0.0
Signature.6,0.0,0.0107637255256,0.0
Signature.7,0.118337011569,0.0,0.0
Signature.8,0.0615578470617,0.0646544299754,0.0611937668249
Signature.9,0.0,0.217344598607,0.0169422482708
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0181388499126,0.0
Signature.12,0.0176039001211,0.0224070005594,0.0
Signature.13,0.0123401298445,0.0,0.0202174451233
Signature.14,0.119700037548,0.0797399737144,0.0
Signature.15,0.0,0.0,0.0189767217375
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.112771950439,0.0670284855445
Signature.19,0.0336272525218,0.012590412142,0.365845493638
Signature.20,0.0134342719162,0.0,0.0
Signature.21,0.0,0.0,0.0851784271057
Signature.22,0.0,0.0,0.0
Signature.23,0.0535809431818,0.0,0.257733126112
Signature.24,0.0,0.0,0.0107158564572
Signature.25,0.213554151108,0.10505049267,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.0380437403185,0.0
Signature.28,0.0,0.0414976594538,0.0
Signature.29,0.0407807780846,0.0133721569235,0.0
Signature.30,0.0171664756645,0.0,0.0
