,1:3:2:5:4:7:6:9:8
Signature.1,0.156343145743
Signature.2,0.011041049971
Signature.3,0.0308606619466
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0837675811416
Signature.7,0.0872237455546
Signature.8,0.0
Signature.9,0.0502023533322
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0425741608015
Signature.13,0.0615723480923
Signature.14,0.0172714794221
Signature.15,0.0388106219896
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0240476149343
Signature.19,0.0
Signature.20,0.0230758730773
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0499283590416
Signature.24,0.16355127949
Signature.25,0.0407676025555
Signature.26,0.0
Signature.27,0.0
Signature.28,0.118962122907
Signature.29,0.0
Signature.30,0.0
