,11,10,1:3:2:5:4:7:6:9:8
Signature.1,0.0461802181861,0.0,0.0
Signature.2,0.0183691024397,0.0279282929485,0.0
Signature.3,0.132820467459,0.0,0.0115613305465
Signature.4,0.0,0.0,0.0
Signature.5,0.0614698370733,0.0,0.0
Signature.6,0.0269367743913,0.0558543806633,0.151151766386
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.122671128838,0.0,0.0
Signature.10,0.0155707556666,0.0,0.0
Signature.11,0.0275077471698,0.0,0.0
Signature.12,0.0355345314201,0.0,0.0653218746153
Signature.13,0.0279986409836,0.0,0.0
Signature.14,0.0,0.0108277288462,0.0272853374534
Signature.15,0.0,0.0224701379457,0.0
Signature.16,0.0625388767666,0.0221273867689,0.0
Signature.17,0.0,0.0,0.0294822763052
Signature.18,0.0224044424237,0.0,0.0138623983492
Signature.19,0.0,0.0311908070251,0.050738037008
Signature.20,0.0231336991278,0.202590903326,0.0
Signature.21,0.0,0.35600326577,0.0
Signature.22,0.0536252033647,0.0,0.0
Signature.23,0.0264367464938,0.0,0.588355536076
Signature.24,0.0,0.0,0.0
Signature.25,0.0865158871412,0.0,0.0
Signature.26,0.155174040766,0.175799153621,0.0315779988261
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.095207943086,0.0306634444351
Signature.30,0.0551119002891,0.0,0.0
