,11,10:1:3:2:4:7:6:9:8,5
Signature.1,0.0486427841724,0.0,0.093411680436
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.0,0.105912282132
Signature.4,0.0,0.0,0.0154867632796
Signature.5,0.141919358261,0.0202611565312,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.295837437419,0.0,0.0
Signature.8,0.0235852208138,0.0,0.0271225693912
Signature.9,0.0539589131229,0.0,0.0136078986593
Signature.10,0.0,0.0,0.0126940862045
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0106656891508,0.524018698698,0.0657597807564
Signature.14,0.0375865449543,0.0,0.0
Signature.15,0.0,0.0,0.0120531790308
Signature.16,0.0143010300763,0.0245911518037,0.0
Signature.17,0.204061778502,0.06127136772,0.0
Signature.18,0.0628566153265,0.0,0.119879418139
Signature.19,0.0,0.0,0.0196834902794
Signature.20,0.0,0.0,0.167432837575
Signature.21,0.0,0.0205039501392,0.0
Signature.22,0.0395035703959,0.0,0.263782145204
Signature.23,0.0,0.0158246934345,0.0
Signature.24,0.0,0.171376313488,0.0622167611013
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.100185985534,0.0
Signature.27,0.0270240367864,0.061966682652,0.010561548725
Signature.28,0.0400570210185,0.0,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0103955590859
