,1:2:5:4:7,3,6
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.155821573896,0.0
Signature.3,0.232029070137,0.0135347263713,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0950422396013,0.0
Signature.6,0.0,0.225359141603,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.129158255557,0.0
Signature.9,0.165455851602,0.0385097497581,0.0
Signature.10,0.0,0.0325090998634,0.0
Signature.11,0.0,0.0190092048606,0.0
Signature.12,0.0,0.0,0.0150647297844
Signature.13,0.0366554777707,0.0,0.23330204832
Signature.14,0.0,0.0,0.0450871996334
Signature.15,0.206704142287,0.0,0.0948309354135
Signature.16,0.0250022674451,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0875497409824,0.0
Signature.19,0.0,0.0264712259095,0.0225037675704
Signature.20,0.140513533162,0.0,0.142302320987
Signature.21,0.0247625533799,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0219157227408,0.0285412681593
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.013041599308,0.0786203640062
Signature.26,0.0941329320662,0.0327329021133,0.0344786005832
Signature.27,0.0,0.0866738077622,0.0111991430017
Signature.28,0.0,0.0,0.174582616984
Signature.29,0.0200243656324,0.0,0.0405417802818
Signature.30,0.0547198065168,0.0226710096733,0.0789452252747
