,11,10:1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0,0.06312571986
Signature.2,0.0313666164664,0.239215783736,0.0491730447536
Signature.3,0.0,0.0121609578406,0.0
Signature.4,0.0,0.160079014759,0.104393762984
Signature.5,0.0,0.0,0.0176788526235
Signature.6,0.0279061327544,0.0832233186714,0.0155489774489
Signature.7,0.206095855302,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0940139925071
Signature.10,0.0645054672369,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.176311464899,0.0
Signature.14,0.0744531375851,0.0520754508856,0.0
Signature.15,0.0911973641419,0.0,0.0
Signature.16,0.160140472217,0.0840768445288,0.0623844093599
Signature.17,0.0,0.046699734955,0.139296535295
Signature.18,0.0,0.0,0.0303720962945
Signature.19,0.0,0.0641908888407,0.085081666015
Signature.20,0.0,0.0,0.0
Signature.21,0.141420797381,0.0196936006689,0.0
Signature.22,0.0,0.0,0.0141770987946
Signature.23,0.0184731201337,0.0,0.129557918653
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.041036503522,0.0
Signature.26,0.0,0.0,0.0463252898572
Signature.27,0.0,0.0,0.0784167682111
Signature.28,0.021601931764,0.0212364366928,0.0
Signature.29,0.0,0.0,0.0704538673419
Signature.30,0.162839105018,0.0,0.0
