,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0169181077169
Signature.3,0.0541492388628
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0129048565432
Signature.7,0.0
Signature.8,0.0953212335098
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0721784690688
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0323035132102
Signature.16,0.0
Signature.17,0.0284073566168
Signature.18,0.125460038572
Signature.19,0.0
Signature.20,0.0547372272959
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.140888203792
Signature.26,0.0177183511223
Signature.27,0.0464882622945
Signature.28,0.235309263418
Signature.29,0.0672158779766
Signature.30,0.0
