,11:10:1:2:5:6:9:8,3:4,7
Signature.1,0.0396942359411,0.0,0.329577455204
Signature.2,0.0199658706158,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0219477919522
Signature.5,0.0,0.0105318254941,0.0137455734514
Signature.6,0.0670442120527,0.0,0.0
Signature.7,0.0198694777907,0.0328133807559,0.0
Signature.8,0.0,0.0733425270491,0.142783137859
Signature.9,0.0,0.0255986382163,0.0457039132302
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0463655992738,0.0
Signature.12,0.0,0.107568216687,0.0293046727004
Signature.13,0.0564972782861,0.0,0.084922655641
Signature.14,0.0,0.0368072643388,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0118448833322,0.0
Signature.17,0.0,0.283914488307,0.0504299185447
Signature.18,0.116697655837,0.0,0.0
Signature.19,0.0,0.0784090459255,0.0
Signature.20,0.0340133679286,0.0,0.0499982835142
Signature.21,0.188327259224,0.0105154131244,0.0
Signature.22,0.118985499454,0.151289241622,0.0
Signature.23,0.20147796715,0.0175305352576,0.0
Signature.24,0.0,0.024853613371,0.130159935057
Signature.25,0.0108899790024,0.0,0.0
Signature.26,0.0,0.0641138310038,0.0
Signature.27,0.0,0.0,0.101426662846
Signature.28,0.060379561062,0.0,0.0
Signature.29,0.0661576356549,0.0245014962422,0.0
Signature.30,0.0,0.0,0.0
