,1:3:2:5:4:7:6:9,8
Signature.1,0.0505882712663,0.111951506541
Signature.2,0.0977389585016,0.0
Signature.3,0.0,0.0
Signature.4,0.0782477479782,0.0
Signature.5,0.0634412956161,0.0
Signature.6,0.171683625066,0.0
Signature.7,0.0,0.0616731153983
Signature.8,0.0,0.0943920722337
Signature.9,0.0,0.036976419983
Signature.10,0.0,0.0
Signature.11,0.0,0.136754763322
Signature.12,0.0620448992663,0.145397342174
Signature.13,0.0405598449419,0.0477065745178
Signature.14,0.0,0.0
Signature.15,0.0925983494477,0.0229672675246
Signature.16,0.0,0.0
Signature.17,0.0,0.0148594307894
Signature.18,0.0274656642349,0.0602416042209
Signature.19,0.0187192871508,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0820097150526
Signature.22,0.0238566486109,0.0337932234836
Signature.23,0.0344607039268,0.0745066786481
Signature.24,0.0,0.0
Signature.25,0.0438714944037,0.0
Signature.26,0.179323984376,0.0
Signature.27,0.0,0.0767702861104
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0153992252127,0.0
