,1:3:2:5:4:7:6:9:8
Signature.1,0.0213918026895
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0748254626893
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0133509539699
Signature.11,0.0407538025196
Signature.12,0.318309184211
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0624051491321
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0208302551203
Signature.20,0.0
Signature.21,0.030700538397
Signature.22,0.129028659547
Signature.23,0.0
Signature.24,0.175101903489
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0646259863878
Signature.28,0.0332082178321
Signature.29,0.0
Signature.30,0.0154680840158
