,1:3:5:7:6,2,4
Signature.1,0.0,0.0,0.0
Signature.2,0.012029411193,0.0,0.037921790208
Signature.3,0.0325409359743,0.0,0.0
Signature.4,0.0644612845824,0.0,0.0
Signature.5,0.0,0.128206141818,0.0641041772365
Signature.6,0.0,0.0412398125681,0.0
Signature.7,0.0,0.0122887729205,0.0
Signature.8,0.0,0.0173530011183,0.0
Signature.9,0.01503339938,0.267334508582,0.0
Signature.10,0.0625435783788,0.0,0.0
Signature.11,0.0,0.0395024813397,0.0924274016308
Signature.12,0.0,0.0150798123355,0.285764893065
Signature.13,0.0520260233181,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.238650675813,0.0,0.0
Signature.17,0.0108221861203,0.184661213747,0.0
Signature.18,0.0324345090014,0.081606389589,0.0
Signature.19,0.0,0.0,0.0649538566987
Signature.20,0.191612326113,0.0424292987298,0.0
Signature.21,0.0,0.0148291785972,0.0130995836138
Signature.22,0.0137088856037,0.0,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.126305666073,0.0
Signature.25,0.0,0.0138108835073,0.0
Signature.26,0.0103380684052,0.0,0.133390867982
Signature.27,0.0,0.0,0.308337429565
Signature.28,0.0157379026601,0.0153528390742,0.0
Signature.29,0.218679495461,0.0,0.0
Signature.30,0.0293813179955,0.0,0.0
