,1:3:4,2,5
Signature.1,0.0,0.127894609726,0.0
Signature.2,0.0592829636836,0.0189449256172,0.031059784443
Signature.3,0.0,0.0,0.154747702449
Signature.4,0.04116480119,0.0,0.0
Signature.5,0.0,0.0145729272639,0.0
Signature.6,0.189061891347,0.0,0.047897326599
Signature.7,0.0,0.050968030075,0.0208164598145
Signature.8,0.0,0.0371622399739,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0105350870237,0.0
Signature.12,0.0,0.0266521911249,0.0878775797822
Signature.13,0.0,0.0,0.161306240687
Signature.14,0.0494533241388,0.0,0.0906507857637
Signature.15,0.0201450161072,0.0,0.0279215393932
Signature.16,0.0,0.106739675662,0.0
Signature.17,0.0297826735819,0.0,0.0332488897463
Signature.18,0.227750964784,0.0,0.0
Signature.19,0.118337000997,0.0564105107391,0.0
Signature.20,0.0241698456989,0.062291687723,0.0
Signature.21,0.0112873136306,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0351186537341,0.114359241895,0.0
Signature.24,0.160615623767,0.0,0.0
Signature.25,0.0,0.0,0.118674752955
Signature.26,0.0113708026055,0.147083342566,0.0
Signature.27,0.0,0.0467587782326,0.0
Signature.28,0.0119597109303,0.0152309218347,0.149916435797
Signature.29,0.0,0.125285294538,0.0758825025711
Signature.30,0.0104994138045,0.039110536004,0.0
