,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0382258027429
Signature.3,0.0
Signature.4,0.0
Signature.5,0.106242529516
Signature.6,0.0565546920156
Signature.7,0.0
Signature.8,0.0487165328855
Signature.9,0.0775827661244
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0699894393548
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0290435878363
Signature.18,0.0515560707333
Signature.19,0.0
Signature.20,0.0431452844222
Signature.21,0.0630006971998
Signature.22,0.0297374303666
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0424453246676
Signature.26,0.0344214552956
Signature.27,0.30933838684
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
