,1:3:2,5,4
Signature.1,0.0810768967197,0.0117224439353,0.0147704804165
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.110980873317,0.0734302302796
Signature.4,0.133938512173,0.0479414579519,0.0431133306916
Signature.5,0.0,0.14985682709,0.0331896662319
Signature.6,0.0,0.0290187431903,0.0940008956665
Signature.7,0.0108342359063,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0348804554815,0.146387824734
Signature.10,0.0839164182117,0.0,0.0325091075426
Signature.11,0.0,0.0,0.0
Signature.12,0.190903473914,0.0,0.0
Signature.13,0.0297775456282,0.0,0.0710309211636
Signature.14,0.0,0.072924016038,0.0
Signature.15,0.0,0.0,0.021506407094
Signature.16,0.0241605457721,0.0,0.02414606558
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0757092631116,0.0
Signature.19,0.0231028961558,0.125794168435,0.0706060057955
Signature.20,0.078176408983,0.0112651643554,0.0
Signature.21,0.0577824548513,0.0194749430872,0.0
Signature.22,0.0267475742864,0.0,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0242342243783
Signature.25,0.0,0.270575243828,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.213242713293,0.0134463142094,0.295672460341
Signature.28,0.0,0.0,0.0200930932356
Signature.29,0.0249511292234,0.0264100859696,0.0191739053133
Signature.30,0.0213891948825,0.0,0.0161353815363
