,1:3:5,2,4
Signature.1,0.0,0.0532071984692,0.0519815909587
Signature.2,0.0257154778864,0.127868969565,0.0
Signature.3,0.0183342403264,0.0,0.0
Signature.4,0.0,0.104730416412,0.0
Signature.5,0.0,0.0626731111612,0.0699603149793
Signature.6,0.291800730471,0.0620358384229,0.0
Signature.7,0.0,0.0,0.0665718636264
Signature.8,0.145244417006,0.0,0.0
Signature.9,0.0,0.0274372672592,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.100568909285,0.0,0.0397565327759
Signature.12,0.164715411167,0.0332438860286,0.0
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0342362579359,0.0568056529227
Signature.15,0.0,0.0,0.106537571909
Signature.16,0.0126115206982,0.24754589168,0.0366378767365
Signature.17,0.0207116268549,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0674465319891,0.0104483456979,0.0432534957875
Signature.20,0.0,0.0,0.014543313759
Signature.21,0.0,0.0780527720961,0.0
Signature.22,0.0631653394975,0.0,0.106809674493
Signature.23,0.0,0.0758310071297,0.0248334343599
Signature.24,0.052031340783,0.0,0.0
Signature.25,0.0376544540366,0.0265338664195,0.0
Signature.26,0.0,0.0182284588871,0.0
Signature.27,0.0,0.0,0.35364973999
Signature.28,0.0,0.037926712836,0.0131108561481
Signature.29,0.0,0.0,0.0155480815537
Signature.30,0.0,0.0,0.0
