,11:1:2:5:7:6:9,10,3:4,8
Signature.1,0.0,0.198183703676,0.0431953625491,0.0631410458011
Signature.2,0.0,0.0,0.0,0.133658562004
Signature.3,0.0815124470789,0.0214737299248,0.0,0.0
Signature.4,0.231783143439,0.0141754118627,0.24601069445,0.0
Signature.5,0.0,0.0,0.0,0.0328785962893
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0460052899971,0.0,0.0
Signature.8,0.0,0.0,0.101442085629,0.0
Signature.9,0.0,0.126552074244,0.0,0.146059426973
Signature.10,0.0830954681143,0.0,0.0185262441907,0.0
Signature.11,0.0,0.132484130604,0.0,0.0
Signature.12,0.0249317097714,0.0311435731042,0.0178917539481,0.0789775340225
Signature.13,0.0843863581462,0.0,0.0,0.0
Signature.14,0.0,0.0114760590432,0.0,0.0921693117101
Signature.15,0.0,0.0163138464159,0.0118343341714,0.0
Signature.16,0.0,0.0,0.0,0.0762174135482
Signature.17,0.0,0.0,0.123935955004,0.20018384066
Signature.18,0.0,0.0,0.0251260777757,0.0930758761852
Signature.19,0.0,0.0192035840833,0.12024672378,0.0
Signature.20,0.0,0.0572227791443,0.0289176132837,0.0
Signature.21,0.0,0.112533598606,0.0356652728413,0.0
Signature.22,0.0,0.0,0.0812913364681,0.0
Signature.23,0.0,0.0,0.127390960876,0.0160576555736
Signature.24,0.0,0.0386859815085,0.0,0.0418654335691
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0798087960685,0.122755936477,0.0,0.0
Signature.28,0.0293956439501,0.0,0.0,0.0
Signature.29,0.0,0.0517903013086,0.0185255850327,0.0
Signature.30,0.385086433431,0.0,0.0,0.025715303663
