,11:10:1:2:7:6:9:8,3:4,5
Signature.1,0.0930127739441,0.0123205590146,0.0
Signature.2,0.0,0.0166420908462,0.03267876952
Signature.3,0.010549595254,0.400708863231,0.0742290838995
Signature.4,0.0374627503014,0.0,0.0680885675904
Signature.5,0.0,0.0551437257541,0.0189059529853
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0336825075625,0.0125553584268
Signature.8,0.0411876994643,0.119438649604,0.0
Signature.9,0.0,0.0246480990634,0.0
Signature.10,0.0,0.0119060701961,0.0
Signature.11,0.0332695054122,0.0283607013449,0.0
Signature.12,0.0171564993772,0.0,0.108637232541
Signature.13,0.0,0.0175812808334,0.269785445305
Signature.14,0.0,0.0,0.0
Signature.15,0.076609324648,0.0,0.0
Signature.16,0.0,0.0115396212838,0.0
Signature.17,0.0,0.0551926972976,0.0
Signature.18,0.0947425852774,0.0,0.0347964392412
Signature.19,0.115467047616,0.0,0.0
Signature.20,0.0,0.0,0.0919708463207
Signature.21,0.0230307561494,0.0,0.155028684364
Signature.22,0.0526106701279,0.0248828486298,0.0931448519776
Signature.23,0.0140416269851,0.0,0.0401787678287
Signature.24,0.0,0.0269889913028,0.0
Signature.25,0.342631156008,0.0245249092442,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0127330866802,0.0,0.0
Signature.28,0.0,0.0969739849952,0.0
Signature.29,0.0354949227545,0.0394643997972,0.0
Signature.30,0.0,0.0,0.0
