,1:3:2:5:4:7:6:9,8
Signature.1,0.0,0.0
Signature.2,0.0541210754206,0.175185771335
Signature.3,0.0,0.0
Signature.4,0.0,0.379347897926
Signature.5,0.231324515519,0.0168183741217
Signature.6,0.0,0.0
Signature.7,0.168493186853,0.0358212355685
Signature.8,0.0,0.0
Signature.9,0.112630303321,0.0442727081819
Signature.10,0.0323043100157,0.0
Signature.11,0.0113874216059,0.0454605041739
Signature.12,0.0,0.0121651200852
Signature.13,0.0,0.0421093296137
Signature.14,0.0351143307876,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0253415918302,0.0
Signature.18,0.0,0.0203401529498
Signature.19,0.0,0.0
Signature.20,0.0,0.0587508627339
Signature.21,0.0,0.038714767019
Signature.22,0.0356109633699,0.0667384340405
Signature.23,0.0,0.020557527718
Signature.24,0.052948199796,0.0
Signature.25,0.180563377283,0.0
Signature.26,0.0,0.0323340462279
Signature.27,0.0,0.0
Signature.28,0.0,0.011383268305
Signature.29,0.0601607241974,0.0
Signature.30,0.0,0.0
