,11:1:3:2:5:4:9,10,7:6,8
Signature.1,0.115783739998,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0,0.0161245082873
Signature.3,0.164348365698,0.0,0.0,0.0
Signature.4,0.0353007179962,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.0,0.0,0.337656409043,0.032694961005
Signature.7,0.0,0.0,0.0736758705106,0.053221214894
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0107921738474,0.0,0.0332227915864,0.0595671143067
Signature.10,0.0282391739492,0.0399210905402,0.0257917360518,0.0
Signature.11,0.0196750870821,0.0291966881762,0.0,0.140163476148
Signature.12,0.0,0.0,0.015128476884,0.164959356534
Signature.13,0.0,0.0,0.0,0.0189146461462
Signature.14,0.0136470588596,0.0,0.196264555411,0.0145414265773
Signature.15,0.0,0.0505316998317,0.0,0.0
Signature.16,0.0,0.155628554656,0.135704982924,0.0
Signature.17,0.0,0.0701851814828,0.0,0.0
Signature.18,0.0113083894699,0.1387168894,0.0,0.2662355025
Signature.19,0.0,0.0241813726498,0.0,0.0
Signature.20,0.0,0.132572583742,0.0,0.0
Signature.21,0.158908227555,0.0130439121763,0.0795543197844,0.0
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0493379826531,0.0313262083266,0.0105928893346,0.193925125849
Signature.24,0.11934268005,0.0114958757936,0.0,0.0262680087728
Signature.25,0.190963205059,0.0,0.0,0.0
Signature.26,0.0,0.15177879854,0.0633676066539,0.0
Signature.27,0.0121865896933,0.0,0.0168587816944,0.0
Signature.28,0.0182782214385,0.0397040635888,0.0,0.0133846589799
Signature.29,0.0289708479719,0.111717081096,0.0121815801218,0.0
Signature.30,0.02291753868,0.0,0.0,0.0
