,1:3:2:5:4:7:6:8,9
Signature.1,0.0,0.0106024201556
Signature.2,0.0,0.0
Signature.3,0.0,0.0128845165619
Signature.4,0.0,0.0
Signature.5,0.0465616917225,0.0
Signature.6,0.0,0.0139798822796
Signature.7,0.0267829531134,0.546975219632
Signature.8,0.0463502899562,0.0
Signature.9,0.0306161154489,0.0
Signature.10,0.0,0.0
Signature.11,0.0399892362879,0.0
Signature.12,0.01662367756,0.0
Signature.13,0.244349328177,0.0
Signature.14,0.0,0.0428222350421
Signature.15,0.0,0.0
Signature.16,0.0266786349733,0.0
Signature.17,0.0,0.0
Signature.18,0.0216779813957,0.0
Signature.19,0.0183278092743,0.0774500732858
Signature.20,0.0,0.0404909769109
Signature.21,0.0565663588776,0.0
Signature.22,0.0155858457874,0.0489659242079
Signature.23,0.0,0.0353174958562
Signature.24,0.099254145714,0.0146778390898
Signature.25,0.105442402033,0.0
Signature.26,0.103114862585,0.0
Signature.27,0.0,0.0
Signature.28,0.0318682100926,0.0
Signature.29,0.0,0.0
Signature.30,0.0702104570008,0.155833416978
