,1:3:2:5:4:7:6:9:8
Signature.1,0.0920579949926
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0117966286151
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0330453782506
Signature.13,0.0
Signature.14,0.1079506396
Signature.15,0.0120735083809
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.242307074144
Signature.20,0.126857423572
Signature.21,0.021322784535
Signature.22,0.0808671257726
Signature.23,0.0446490660467
Signature.24,0.0
Signature.25,0.133160746676
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0350208327843
Signature.30,0.0588907966312
