,1:3:2,5,4
Signature.1,0.0320388330066,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0247599013718,0.0,0.0
Signature.4,0.0164350741473,0.0466104217537,0.0
Signature.5,0.0,0.0794952723395,0.0
Signature.6,0.0176075060102,0.0,0.01598531021
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0188924408938,0.145534248325,0.229006953389
Signature.10,0.0,0.148778018554,0.0
Signature.11,0.0,0.0,0.0461670115516
Signature.12,0.0,0.0,0.0274678580519
Signature.13,0.101861474725,0.0,0.0
Signature.14,0.0,0.0916218479058,0.0
Signature.15,0.0241682853389,0.0965861287087,0.0
Signature.16,0.0404301207332,0.0,0.520010756455
Signature.17,0.0,0.0,0.0
Signature.18,0.0279240257442,0.0182560590963,0.0
Signature.19,0.0,0.0,0.0237511789617
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0789542019003,0.0
Signature.22,0.407339541396,0.0,0.0
Signature.23,0.0,0.0299673658253,0.0498078451362
Signature.24,0.0,0.264196435592,0.0
Signature.25,0.0153108392563,0.0,0.0413788946551
Signature.26,0.161502210254,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0227499470424
Signature.29,0.059799808295,0.0,0.0
Signature.30,0.0519299388281,0.0,0.0236742445471
