,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0310784899866
Signature.3,0.0635266208202
Signature.4,0.0
Signature.5,0.139207937839
Signature.6,0.0438924697584
Signature.7,0.0
Signature.8,0.026536159829
Signature.9,0.0230857397728
Signature.10,0.0239158996198
Signature.11,0.0821887955778
Signature.12,0.0
Signature.13,0.0788931164787
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0428781979496
Signature.17,0.0
Signature.18,0.093626717361
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.093766662249
Signature.24,0.0
Signature.25,0.096500448895
Signature.26,0.0672464983877
Signature.27,0.0512335046612
Signature.28,0.0164053447086
Signature.29,0.0260173961053
Signature.30,0.0
