,1:2:5:4:7:6:9:8,3
Signature.1,0.0,0.0
Signature.2,0.0,0.0213443338453
Signature.3,0.0,0.0119708025244
Signature.4,0.0739343935965,0.0450539478377
Signature.5,0.0,0.0119490156838
Signature.6,0.0338404441871,0.0644422271415
Signature.7,0.0123937960268,0.0
Signature.8,0.0,0.133852484832
Signature.9,0.145496261007,0.0
Signature.10,0.109814292846,0.253596045325
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.139872414246,0.0109441859808
Signature.14,0.0738017514605,0.0
Signature.15,0.0,0.167638178723
Signature.16,0.0193039527816,0.0340651631238
Signature.17,0.0743766031125,0.0
Signature.18,0.0523829163798,0.0
Signature.19,0.0,0.0
Signature.20,0.0486738173068,0.0731205962693
Signature.21,0.0,0.0184271943595
Signature.22,0.0,0.0291482434935
Signature.23,0.0,0.0
Signature.24,0.0449658553448,0.0328204704732
Signature.25,0.0371717381099,0.0499557827823
Signature.26,0.133971763595,0.0115127754236
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0301585521811
Signature.30,0.0,0.0
