,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0437861523849
Signature.3,0.0307156959197
Signature.4,0.01153593098
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0525975667862
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0315139956397
Signature.13,0.0
Signature.14,0.0
Signature.15,0.14497143275
Signature.16,0.0444940396557
Signature.17,0.0
Signature.18,0.242719929956
Signature.19,0.0628063046898
Signature.20,0.0928483150549
Signature.21,0.0594045021349
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.104122789839
Signature.27,0.0177975181988
Signature.28,0.0
Signature.29,0.0165433523984
Signature.30,0.0441424736112
