,1:3:2:4:7:6:9:8,5
Signature.1,0.0,0.0
Signature.2,0.22434188687,0.0655353175776
Signature.3,0.0,0.146995134758
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0206042460765,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.140176912932
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0274625722618,0.139520348894
Signature.13,0.0,0.189657350788
Signature.14,0.0,0.0567018265422
Signature.15,0.0,0.0
Signature.16,0.0211838403116,0.0
Signature.17,0.0329797143081,0.0489237464995
Signature.18,0.0,0.0132867032738
Signature.19,0.0,0.0
Signature.20,0.0138705040407,0.0109877472035
Signature.21,0.0,0.0460625889922
Signature.22,0.115546727422,0.107667123496
Signature.23,0.0,0.0152154369323
Signature.24,0.0103845639881,0.0
Signature.25,0.354820500799,0.0
Signature.26,0.0276430131617,0.0
Signature.27,0.0,0.0192697621115
Signature.28,0.15116243076,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
