,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0526383587415
Signature.7,0.107198965904
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0236031565396
Signature.11,0.0238092171768
Signature.12,0.188996108644
Signature.13,0.0
Signature.14,0.0438115223914
Signature.15,0.0
Signature.16,0.0
Signature.17,0.10601981747
Signature.18,0.0
Signature.19,0.013993704531
Signature.20,0.0
Signature.21,0.0130257876359
Signature.22,0.0592264042512
Signature.23,0.0
Signature.24,0.0
Signature.25,0.309209210431
Signature.26,0.0
Signature.27,0.0584677462838
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
