,1:5:4,3,2
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0235640160455,0.0181514287158
Signature.3,0.164365851213,0.0,0.0
Signature.4,0.0765458214313,0.0,0.0125241650508
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.121887898522
Signature.8,0.0,0.0,0.0
Signature.9,0.0246579171119,0.0307705806639,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.167865999795,0.0141206112468,0.0170210449912
Signature.12,0.100121396235,0.112561600347,0.0107706850253
Signature.13,0.119321107495,0.0,0.0718795846507
Signature.14,0.0,0.0190077456949,0.0
Signature.15,0.0334420918715,0.0,0.0
Signature.16,0.0419996486566,0.0,0.0850108165253
Signature.17,0.0216877146555,0.0577288179069,0.134663954317
Signature.18,0.0107993562306,0.0,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0551734141759
Signature.22,0.0,0.0,0.0
Signature.23,0.0142915633412,0.0,0.0
Signature.24,0.0,0.218559158549,0.043601930745
Signature.25,0.0985182854362,0.0131735782172,0.0536990930112
Signature.26,0.0,0.0447425427805,0.0
Signature.27,0.0,0.0149012969301,0.0253966889116
Signature.28,0.108975666782,0.450870051618,0.260201962517
Signature.29,0.0,0.0,0.0211840497578
Signature.30,0.0174075797453,0.0,0.0688332830842
