,1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0
Signature.2,0.0599983532639,0.113461419796
Signature.3,0.0,0.328946489351
Signature.4,0.0978784220556,0.0
Signature.5,0.0,0.0
Signature.6,0.0192140955312,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.10224708105,0.0
Signature.10,0.023686559302,0.0
Signature.11,0.0150814092997,0.0
Signature.12,0.0486515059462,0.0
Signature.13,0.266005718087,0.0
Signature.14,0.027549223411,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0223462526147,0.29057091079
Signature.18,0.0,0.127160122497
Signature.19,0.033915128904,0.0
Signature.20,0.044339036893,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0188081462225
Signature.23,0.0,0.0
Signature.24,0.0,0.065868735482
Signature.25,0.0,0.0120377151026
Signature.26,0.0800909238627,0.0
Signature.27,0.0592342236475,0.0431464607582
Signature.28,0.0997620661314,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
