,1:3:2:5:4:7:6:9:8
Signature.1,0.142910787637
Signature.2,0.0390219677853
Signature.3,0.0470393957746
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0389041114074
Signature.8,0.0
Signature.9,0.166770120578
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.320845498778
Signature.14,0.0112344444738
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0856376062737
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0179227426306
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0396936408221
Signature.24,0.0624109325166
Signature.25,0.0
Signature.26,0.0276087513226
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
