,1:3:2:4:7,5,6
Signature.1,0.0,0.0,0.0385094877474
Signature.2,0.0,0.0,0.105848333288
Signature.3,0.0651742368112,0.0,0.0
Signature.4,0.0161351236987,0.0787738491409,0.0
Signature.5,0.0,0.0,0.0406999354424
Signature.6,0.0131440243747,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0727618820011,0.183228061353
Signature.9,0.110349058219,0.0202635132603,0.0147393697113
Signature.10,0.0430834724174,0.0,0.0
Signature.11,0.170287613748,0.0,0.0105575763926
Signature.12,0.024124380838,0.0,0.0251747668646
Signature.13,0.0,0.0108726337502,0.0
Signature.14,0.0,0.0,0.0224676726784
Signature.15,0.0188665390565,0.448603511709,0.0
Signature.16,0.0,0.0164731663642,0.134850887325
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.133889312057,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0146090028122,0.0887383570514,0.0
Signature.23,0.0465242686107,0.0194121311158,0.0237150301451
Signature.24,0.0,0.0,0.0818401362479
Signature.25,0.0113427939157,0.0583356378845,0.126422435556
Signature.26,0.0,0.0,0.106888933294
Signature.27,0.028492349606,0.0,0.0850573739547
Signature.28,0.0,0.0260214933314,0.0
Signature.29,0.196409521779,0.0258545123343,0.0
Signature.30,0.241457614113,0.0,0.0
