,1:3,2,5,4
Signature.1,0.0114341784987,0.0,0.143138095721,0.0
Signature.2,0.0,0.0,0.0830928953921,0.0744050212758
Signature.3,0.0,0.0,0.128714797579,0.113305684922
Signature.4,0.0,0.0785202508068,0.0556665894096,0.0
Signature.5,0.0389916817898,0.0,0.0,0.0
Signature.6,0.0165356259463,0.0,0.0,0.0125185773528
Signature.7,0.0,0.010491277338,0.0702995841122,0.0
Signature.8,0.0157049229537,0.038641709337,0.0,0.0
Signature.9,0.0492322583832,0.0,0.0112271640387,0.0
Signature.10,0.0994510448803,0.0166590838358,0.0181841993812,0.012359574304
Signature.11,0.0,0.0115297632197,0.0272192024978,0.0
Signature.12,0.0,0.0,0.0,0.188067038284
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0357351782083,0.174358317489,0.147669358428,0.0571377391289
Signature.15,0.0,0.0153954714651,0.0,0.188894224896
Signature.16,0.0,0.0170344505066,0.0,0.0563355079387
Signature.17,0.0253632754326,0.181694878527,0.115812194996,0.0
Signature.18,0.0,0.0,0.0,0.0364660030621
Signature.19,0.0377769529602,0.0,0.0238921280197,0.0168432226717
Signature.20,0.144890645991,0.0,0.0,0.0135056368327
Signature.21,0.0,0.225487960602,0.0,0.0
Signature.22,0.0,0.0,0.0,0.17484338223
Signature.23,0.0206503264088,0.0,0.0500369182543,0.0272285702542
Signature.24,0.0297888706773,0.0,0.0,0.0
Signature.25,0.0215159606962,0.0,0.0,0.0
Signature.26,0.0,0.0426010839612,0.0,0.0
Signature.27,0.0615540363194,0.0133066235083,0.0678342564694,0.0
Signature.28,0.0131193750856,0.0,0.0293489367134,0.0
Signature.29,0.323990526936,0.0,0.0,0.0280898168478
Signature.30,0.0542651388323,0.174279129403,0.0278636789885,0.0
