,1:3:5:7:6,2,4
Signature.1,0.0,0.0196102797269,0.153352778773
Signature.2,0.238400935325,0.0711568960217,0.0
Signature.3,0.0,0.0932135512925,0.131027088749
Signature.4,0.0,0.0642003776193,0.0
Signature.5,0.0,0.0,0.128886700696
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.033908185014
Signature.8,0.0,0.0,0.0478665255245
Signature.9,0.0,0.0,0.0212177596214
Signature.10,0.0350226547376,0.0154781401985,0.0
Signature.11,0.0,0.0527526945905,0.0
Signature.12,0.0116005661981,0.0,0.0
Signature.13,0.0,0.13388392004,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.15060524186,0.0144791260416
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0221150434534
Signature.18,0.22681840853,0.0351369669038,0.0
Signature.19,0.0119311702286,0.0,0.0
Signature.20,0.0215523778344,0.0,0.0
Signature.21,0.106788683711,0.0,0.113961726805
Signature.22,0.100258145652,0.0,0.0
Signature.23,0.0972988115986,0.10793477698,0.0
Signature.24,0.0,0.0880642361012,0.230522263445
Signature.25,0.0,0.049658267003,0.0
Signature.26,0.0,0.0,0.0131603266248
Signature.27,0.0,0.0,0.0179421037406
Signature.28,0.0410185619072,0.0453439823,0.0293029884218
Signature.29,0.0,0.0618709567614,0.0422573830892
Signature.30,0.109309684277,0.0110897126016,0.0
