,11,10:1:3:2:5:7:6:9:8,4
Signature.1,0.0,0.0566667162129,0.0854228196175
Signature.2,0.0673681355118,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.021202569024,0.0,0.0
Signature.6,0.0469892508132,0.0360776887702,0.0185927952488
Signature.7,0.0188277347491,0.0,0.412493312327
Signature.8,0.0124718436137,0.022252891607,0.0620934327371
Signature.9,0.0,0.135160560972,0.0
Signature.10,0.125932543346,0.12378789275,0.0327330045621
Signature.11,0.0389928085324,0.0,0.0
Signature.12,0.0191819096464,0.289599103427,0.0334476031578
Signature.13,0.0591068784574,0.0,0.0390647886215
Signature.14,0.0,0.0348723391678,0.0706965846026
Signature.15,0.0,0.0684121186891,0.0
Signature.16,0.0,0.0378740000464,0.0
Signature.17,0.185573828932,0.0161146923789,0.0
Signature.18,0.0,0.0392891124022,0.0
Signature.19,0.0,0.0,0.0379449374647
Signature.20,0.17156014334,0.0,0.0
Signature.21,0.0878892512441,0.0309713857147,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0498900737782,0.0542546657467,0.0
Signature.24,0.0,0.0,0.0600518610613
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.12365166353
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0170165979095,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.095013029012,0.0376502342044,0.0238071970695
