,1:3:2,5,4
Signature.1,0.0,0.0819966744821,0.0221449255677
Signature.2,0.0,0.0,0.0
Signature.3,0.099394960958,0.0142486463952,0.0
Signature.4,0.165290276422,0.0,0.0
Signature.5,0.0,0.212881836285,0.0
Signature.6,0.0427721344107,0.23441715242,0.0
Signature.7,0.0182715836232,0.0484688471418,0.0
Signature.8,0.0,0.0311853412111,0.206067935258
Signature.9,0.0138446933968,0.0,0.351598564031
Signature.10,0.0,0.0250468448671,0.0
Signature.11,0.0,0.0343176786803,0.0
Signature.12,0.0,0.0339769959906,0.0880535027922
Signature.13,0.115855301137,0.0,0.0
Signature.14,0.0220381831032,0.0182329636034,0.0543348739729
Signature.15,0.0,0.0521921138881,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.213023168019,0.0,0.0380334749314
Signature.18,0.0,0.0,0.0405182292899
Signature.19,0.0,0.0,0.0
Signature.20,0.040949717168,0.0234209735384,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0104070167949,0.0
Signature.23,0.0147971805614,0.0,0.0113696108643
Signature.24,0.0381835594367,0.0754117319953,0.0130883310733
Signature.25,0.0,0.0,0.0
Signature.26,0.193888521053,0.0265688399558,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0197352982993,0.162255599737
Signature.29,0.0,0.0,0.0125349524825
Signature.30,0.0216907207109,0.0574910444519,0.0
