,1:3:2:5,4,7:6
Signature.1,0.0,0.0,0.0
Signature.2,0.111321618502,0.166151346921,0.0324590826039
Signature.3,0.236463610793,0.0,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.101560763747,0.0
Signature.6,0.0303161137191,0.0823282818386,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0235275154888,0.116052836465,0.0
Signature.9,0.0481003128577,0.0,0.0741019679646
Signature.10,0.0,0.0530651313533,0.191183745683
Signature.11,0.0,0.0178929674954,0.0
Signature.12,0.02380815942,0.0707550865207,0.0
Signature.13,0.0,0.0,0.0108233774264
Signature.14,0.0,0.0248916587673,0.0
Signature.15,0.0,0.0239296580447,0.0
Signature.16,0.0129252609075,0.0,0.0
Signature.17,0.0,0.0307197733527,0.118576393693
Signature.18,0.0,0.026355873449,0.0551607560634
Signature.19,0.0,0.0,0.0
Signature.20,0.0387784434822,0.085361392652,0.119643451211
Signature.21,0.0,0.0,0.01202153127
Signature.22,0.169992488333,0.0223446439068,0.0
Signature.23,0.0,0.0,0.116497813635
Signature.24,0.142969087346,0.0,0.0627545232322
Signature.25,0.0390552491949,0.0609503358044,0.0
Signature.26,0.0,0.0,0.170106402883
Signature.27,0.109397677237,0.0,0.0366709543346
Signature.28,0.0,0.0106805835927,0.0
Signature.29,0.0133444627187,0.0,0.0
Signature.30,0.0,0.10695966609,0.0
