,11:10:1:3:2:5:9,4,7:6,8
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0348580760045,0.0
Signature.3,0.0116627450233,0.053753309401,0.0143747365234,0.0175635265462
Signature.4,0.0771577138219,0.0683010109473,0.0,0.0
Signature.5,0.0,0.0,0.0,0.0639785271258
Signature.6,0.0,0.0,0.0,0.0237851157317
Signature.7,0.0332196083572,0.0136620954533,0.0,0.0
Signature.8,0.068475298012,0.0,0.13006709694,0.0216477557479
Signature.9,0.0,0.0119895215299,0.119222707639,0.0
Signature.10,0.0649069557674,0.128172071819,0.0167847037619,0.0226306399869
Signature.11,0.073826640935,0.0,0.020077624222,0.0
Signature.12,0.0,0.281546203811,0.0,0.0
Signature.13,0.112137062142,0.0,0.0,0.0
Signature.14,0.0,0.0520217150747,0.0,0.0392071274693
Signature.15,0.0,0.0,0.601221452464,0.242641527749
Signature.16,0.0,0.0185415049207,0.0,0.0625644656446
Signature.17,0.0,0.0652607598633,0.0,0.0
Signature.18,0.0,0.0,0.0,0.045291044052
Signature.19,0.0,0.0236875552443,0.0,0.0
Signature.20,0.024426285938,0.0201787113084,0.0,0.0615963573656
Signature.21,0.0911820338056,0.0,0.0,0.0
Signature.22,0.0751368379361,0.012399691733,0.0273925466802,0.113231674399
Signature.23,0.0,0.0,0.0,0.0482754385588
Signature.24,0.143684231732,0.0,0.0,0.157856051771
Signature.25,0.0402376647036,0.0677888841067,0.0360010557653,0.0
Signature.26,0.152798798226,0.0591601037716,0.0,0.0
Signature.27,0.0,0.0369772095245,0.0,0.0557899023225
Signature.28,0.0,0.0,0.0,0.023940845529
Signature.29,0.0311481235996,0.0698001396587,0.0,0.0
Signature.30,0.0,0.016759511832,0.0,0.0
