,1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0109215780629
Signature.2,0.0,0.0
Signature.3,0.0447380255278,0.0320625577839
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.202075354324,0.0144180496507
Signature.7,0.0,0.0325248998248
Signature.8,0.254074507164,0.0710745526058
Signature.9,0.0339052066624,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.458181765264
Signature.12,0.0,0.0
Signature.13,0.0149097953604,0.101682585193
Signature.14,0.0946538976057,0.0
Signature.15,0.0733086786447,0.0
Signature.16,0.0875253106206,0.0
Signature.17,0.0,0.0172211804247
Signature.18,0.0,0.0268598366406
Signature.19,0.0,0.0
Signature.20,0.0334203852745,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0810278427673
Signature.23,0.0,0.0
Signature.24,0.0543777091621,0.0
Signature.25,0.0,0.0
Signature.26,0.0720717622433,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0226184367904,0.0150118946475
Signature.30,0.0123209306203,0.139013257135
