,1:3:2:5:4:7:9:8,6
Signature.1,0.0,0.0
Signature.2,0.0705258953456,0.11491158732
Signature.3,0.0,0.0
Signature.4,0.0,0.0428457477588
Signature.5,0.0259612283101,0.0
Signature.6,0.0700369458395,0.0309100780565
Signature.7,0.0,0.0845870471659
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.332492381719
Signature.11,0.0,0.0182093769366
Signature.12,0.0583440655359,0.045629354761
Signature.13,0.0131524862471,0.143802817991
Signature.14,0.0438099516314,0.0
Signature.15,0.192204047974,0.0
Signature.16,0.0,0.0229749276668
Signature.17,0.0830959587228,0.0
Signature.18,0.145001722743,0.0
Signature.19,0.0,0.0
Signature.20,0.0749171664236,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0338280980902
Signature.23,0.0475183017452,0.0
Signature.24,0.138054971026,0.0
Signature.25,0.0,0.072914609581
Signature.26,0.0,0.0
Signature.27,0.0,0.0348449116653
Signature.28,0.0,0.0
Signature.29,0.0373772584567,0.0
Signature.30,0.0,0.0220490612882
