,11,10:1:3:2:4:7:6:9:8,5
Signature.1,0.0983959188249,0.0,0.0
Signature.2,0.0227494256968,0.0,0.0
Signature.3,0.0,0.0,0.0408976542343
Signature.4,0.113350994865,0.0,0.0
Signature.5,0.0,0.0146388694307,0.0
Signature.6,0.0936276264083,0.120867261541,0.0
Signature.7,0.0136515872891,0.0,0.0677293911722
Signature.8,0.0,0.126957532309,0.0346744650324
Signature.9,0.0659036631797,0.0,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0162648912681,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0236904062014,0.0,0.0
Signature.14,0.0556493769596,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0274728889926,0.0,0.0
Signature.17,0.0,0.0297842929959,0.0
Signature.18,0.0,0.02138434245,0.0358532529119
Signature.19,0.0271080100173,0.0,0.0
Signature.20,0.0,0.012059770755,0.0278441426695
Signature.21,0.0132922170721,0.478880455874,0.0448379205317
Signature.22,0.0449174109144,0.0,0.0127128569472
Signature.23,0.0,0.0,0.0
Signature.24,0.0107256881929,0.0,0.0436049039184
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0456305710275,0.32155184969
Signature.27,0.0253153350212,0.0661484827288,0.0
Signature.28,0.0,0.0478952226117,0.0311080349142
Signature.29,0.310317927876,0.019488307008,0.292397487417
Signature.30,0.0538315224887,0.0,0.046788040561
