,11:10:1:2:5:6:9:8,3:4,7
Signature.1,0.0,0.0315357893872,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0351907242622,0.0,0.0300470866917
Signature.4,0.0630037973219,0.139335800541,0.0
Signature.5,0.0,0.0634979213399,0.26965315927
Signature.6,0.139191197908,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0125868466091,0.0,0.0
Signature.10,0.066146457846,0.0192067580487,0.0332590292958
Signature.11,0.0,0.0,0.017530612151
Signature.12,0.118443004029,0.0310472803482,0.0
Signature.13,0.0478066815427,0.0203225356683,0.0256558129481
Signature.14,0.048422459231,0.0,0.0
Signature.15,0.123827382533,0.0,0.0
Signature.16,0.0269335114453,0.0,0.192177874245
Signature.17,0.0901871258493,0.0,0.115069415775
Signature.18,0.0,0.120248222861,0.0
Signature.19,0.0293219093284,0.0,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0657631823785,0.0,0.104683800333
Signature.22,0.0,0.0,0.0699769041936
Signature.23,0.0,0.0675332066836,0.0
Signature.24,0.0,0.0,0.017611705372
Signature.25,0.0,0.32306399299,0.0
Signature.26,0.0333794156192,0.0,0.0
Signature.27,0.0,0.0324033688522,0.124334599724
Signature.28,0.0365961188627,0.0,0.0
Signature.29,0.0632001852326,0.15180512328,0.0
Signature.30,0.0,0.0,0.0
