,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.064857271005
Signature.5,0.0349262205122
Signature.6,0.0
Signature.7,0.0
Signature.8,0.078124755633
Signature.9,0.0
Signature.10,0.0
Signature.11,0.10336009895
Signature.12,0.0
Signature.13,0.0354340101322
Signature.14,0.163100375614
Signature.15,0.273763774474
Signature.16,0.0132273067298
Signature.17,0.0
Signature.18,0.137837012751
Signature.19,0.0340902723483
Signature.20,0.0
Signature.21,0.0439782081258
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0173006937249
Signature.29,0.0
Signature.30,0.0
