,1:3,2,5,4
Signature.1,0.08333205034,0.0,0.0197909699019,0.020027184249
Signature.2,0.0,0.027612612586,0.0103553789504,0.0
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0,0.0511356733867,0.125391324874,0.0787903401617
Signature.5,0.0,0.0,0.0523402553214,0.0554324581034
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0204647813802,0.0,0.0
Signature.8,0.0,0.274042755635,0.0,0.263432197448
Signature.9,0.0,0.0,0.0,0.0230562698541
Signature.10,0.0,0.0445092283557,0.0,0.0
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0559453481855
Signature.13,0.0,0.074278321256,0.0,0.0605464947425
Signature.14,0.0,0.0,0.0,0.0240405533788
Signature.15,0.0479293168139,0.0199650211685,0.0,0.0
Signature.16,0.136543351955,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.0,0.25157129608,0.0,0.0
Signature.19,0.0225142583389,0.0240412033282,0.299559891285,0.0
Signature.20,0.0,0.106485666457,0.0,0.0200554432732
Signature.21,0.0840600227299,0.0,0.0,0.0202999697719
Signature.22,0.188432182851,0.0235802576701,0.0197637451123,0.084151570136
Signature.23,0.138539885558,0.0113166286639,0.0701776564228,0.0342189229169
Signature.24,0.0,0.0192743840462,0.0,0.0609472844625
Signature.25,0.0474978318614,0.0,0.117097763643,0.0420563982882
Signature.26,0.0,0.0,0.138434805649,0.0
Signature.27,0.0330572484901,0.0,0.029736997257,0.156999565028
Signature.28,0.0659021653436,0.0,0.0,0.0
Signature.29,0.0,0.0517221699864,0.117351211583,0.0
Signature.30,0.152191685719,0.0,0.0,0.0
