,1:3:5:4:7:6:9:8,2
Signature.1,0.0,0.0
Signature.2,0.086795805915,0.0265790584626
Signature.3,0.0389558776256,0.0
Signature.4,0.0,0.144480007002
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0151443104185,0.0321997814717
Signature.8,0.0278691194702,0.0
Signature.9,0.0,0.0
Signature.10,0.121268373138,0.0
Signature.11,0.0,0.0188358544619
Signature.12,0.037869784132,0.0259530203878
Signature.13,0.0,0.0
Signature.14,0.0276104315324,0.292191727413
Signature.15,0.0,0.0323152296177
Signature.16,0.0452141342367,0.102756046444
Signature.17,0.0,0.026493475059
Signature.18,0.163468609321,0.0
Signature.19,0.0,0.0118639466294
Signature.20,0.0,0.0398607368426
Signature.21,0.0,0.0
Signature.22,0.0,0.142451112315
Signature.23,0.0,0.0
Signature.24,0.0233602821391,0.0
Signature.25,0.358847713397,0.0267499194654
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0374563083795,0.0
Signature.29,0.016139250295,0.0
Signature.30,0.0,0.0772700844276
