,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0502137005271
Signature.3,0.0
Signature.4,0.0141114865204
Signature.5,0.0218263553559
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0130497073841
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0262736205714
Signature.15,0.108362554184
Signature.16,0.0
Signature.17,0.0117985253361
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0239229411059
Signature.21,0.0725434442738
Signature.22,0.0820967219361
Signature.23,0.238996393488
Signature.24,0.0
Signature.25,0.0539270232325
Signature.26,0.0493410106154
Signature.27,0.0460044781767
Signature.28,0.187532037293
Signature.29,0.0
Signature.30,0.0
