,1:2:5:4:7:6:9:8,3
Signature.1,0.0,0.0112025797248
Signature.2,0.0169230890926,0.0
Signature.3,0.0732098930623,0.0281830548275
Signature.4,0.0,0.0
Signature.5,0.0,0.0149926451832
Signature.6,0.0,0.0914200162696
Signature.7,0.0,0.0
Signature.8,0.0750386148722,0.187793925469
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0142830158524
Signature.13,0.0927506960255,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0120679754364
Signature.16,0.0578938165856,0.0466992035609
Signature.17,0.0,0.0
Signature.18,0.0,0.0446541524415
Signature.19,0.0348675764641,0.053297751856
Signature.20,0.0355912873654,0.298670565977
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.109485660428,0.0597260962137
Signature.24,0.0813591341757,0.0
Signature.25,0.344244871406,0.0408005236054
Signature.26,0.0300460137108,0.0218177447327
Signature.27,0.0,0.0147388267869
Signature.28,0.0,0.0
Signature.29,0.0,0.0596519220624
Signature.30,0.0485893468119,0.0
