,1:3:2:5:4:7:6:9,8
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0172746663545
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0805427365292,0.0
Signature.7,0.0315160019185,0.278283042237
Signature.8,0.156453952159,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0110844241551,0.0
Signature.12,0.0,0.0
Signature.13,0.0426502211186,0.0
Signature.14,0.206835021839,0.0201408177751
Signature.15,0.100833282439,0.0
Signature.16,0.021528476085,0.0
Signature.17,0.0794024052911,0.0
Signature.18,0.0,0.0605968313439
Signature.19,0.0636945441431,0.0
Signature.20,0.0,0.0957736988848
Signature.21,0.0,0.0
Signature.22,0.0189796351255,0.0
Signature.23,0.069662603454,0.0
Signature.24,0.0,0.0
Signature.25,0.0247682036464,0.0765587079757
Signature.26,0.0,0.11475173773
Signature.27,0.0,0.336620497699
Signature.28,0.0,0.0
Signature.29,0.0920484920974,0.0
Signature.30,0.0,0.0
