,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0566849472219
Signature.4,0.0285755454578
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0124530773975
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.140705514761
Signature.17,0.108272346212
Signature.18,0.21306351953
Signature.19,0.0
Signature.20,0.0123663346855
Signature.21,0.02274090401
Signature.22,0.133764046514
Signature.23,0.0265107186892
Signature.24,0.05241180773
Signature.25,0.106966367988
Signature.26,0.0498656963225
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0149025633263
Signature.30,0.0207166101545
