,1:3:2:5:4:7:6:9:8
Signature.1,0.0114494750148
Signature.2,0.076143619492
Signature.3,0.0162241325455
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0521345177253
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0727904973053
Signature.10,0.0424930347174
Signature.11,0.0
Signature.12,0.0
Signature.13,0.168516971261
Signature.14,0.0
Signature.15,0.0808651333198
Signature.16,0.0
Signature.17,0.0449096359968
Signature.18,0.0654639387134
Signature.19,0.0
Signature.20,0.0273561527061
Signature.21,0.0
Signature.22,0.0472575511336
Signature.23,0.0
Signature.24,0.0281095249646
Signature.25,0.0566801908737
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.20960562423
