,1:5:4,3,2
Signature.1,0.0246286941837,0.0285522281217,0.0684361585672
Signature.2,0.0606545526909,0.0,0.0107738551102
Signature.3,0.0107165184386,0.0455305735045,0.131945468924
Signature.4,0.0,0.108994631246,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0207551742462,0.15351207647,0.0378406802657
Signature.7,0.0134221909145,0.0217576298013,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.154337731014,0.0,0.0
Signature.10,0.0472995889251,0.102112858354,0.0267036599888
Signature.11,0.0,0.0189418666736,0.0
Signature.12,0.0723745313552,0.0,0.0328751982266
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0118382128622,0.0701224097172
Signature.15,0.0,0.0,0.0173874657193
Signature.16,0.245559489313,0.0256970964462,0.118448891675
Signature.17,0.0702282830971,0.0,0.0
Signature.18,0.0150163334565,0.0836655965445,0.0
Signature.19,0.0,0.0,0.0996456448236
Signature.20,0.0,0.0338705997622,0.0403285659972
Signature.21,0.0296413141904,0.0164351380321,0.0
Signature.22,0.0131535342463,0.0,0.0
Signature.23,0.0,0.0161584595189,0.0
Signature.24,0.0548753292563,0.133902520548,0.016534535292
Signature.25,0.111896417046,0.0146275776438,0.0194282950933
Signature.26,0.0220221852609,0.0,0.0557217669633
Signature.27,0.0334181323653,0.0,0.0
Signature.28,0.0,0.0436459583186,0.0
Signature.29,0.0,0.0,0.0144271639247
Signature.30,0.0,0.140756976152,0.239380239712
