,1,3:2,5,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0276641979436,0.0,0.066494449021
Signature.3,0.016999751399,0.0,0.0,0.012482865074
Signature.4,0.126054821186,0.0,0.0,0.0326296668554
Signature.5,0.0,0.0854926579778,0.0295195264635,0.0
Signature.6,0.106176379375,0.0,0.0,0.0
Signature.7,0.0978874579208,0.0153715025398,0.0,0.0532869621014
Signature.8,0.148374605105,0.0,0.0,0.0121812428522
Signature.9,0.0374193649075,0.0,0.0,0.0303161395985
Signature.10,0.0,0.10353197002,0.0108487229705,0.0
Signature.11,0.0,0.0740983499779,0.0,0.0
Signature.12,0.0,0.121650878423,0.0695961171045,0.0496635889845
Signature.13,0.0,0.0,0.0571834226458,0.0254678057852
Signature.14,0.27898750258,0.0,0.0,0.137018103071
Signature.15,0.0,0.132447680307,0.0,0.0951111426176
Signature.16,0.0364143284621,0.0,0.0682257201195,0.0
Signature.17,0.0212846829943,0.0,0.0187219139491,0.0
Signature.18,0.0,0.0,0.0327226244408,0.0
Signature.19,0.0,0.0,0.0761819437018,0.221823846535
Signature.20,0.0,0.0,0.0,0.0189359441967
Signature.21,0.0,0.105064953313,0.0,0.0
Signature.22,0.0863839919935,0.111678181414,0.253715571494,0.174975817526
Signature.23,0.029267712193,0.0,0.124795657296,0.0
Signature.24,0.0,0.0121426594317,0.0461507138297,0.0
Signature.25,0.0,0.0,0.0852070744705,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0165464331027,0.0147965327484,0.0314367192937
Signature.28,0.0147494018837,0.126489589442,0.0,0.0
Signature.29,0.0,0.0495602088922,0.0,0.0134698103297
Signature.30,0.0,0.0182607372141,0.112334458766,0.0247058961579
