,1:3:2:4:7:6:9:8,5
Signature.1,0.0,0.101862263641
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0635220264816,0.0260520848736
Signature.5,0.0708351778983,0.0334188156559
Signature.6,0.0339180175611,0.438089630886
Signature.7,0.0,0.0133698076724
Signature.8,0.0,0.0210978602858
Signature.9,0.0969035519128,0.0483640209383
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0856570851193,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.145277319761,0.0
Signature.18,0.0,0.0
Signature.19,0.0124755826027,0.0250098625319
Signature.20,0.0,0.0
Signature.21,0.0,0.0724288780967
Signature.22,0.0128911395617,0.109214588073
Signature.23,0.0191917076081,0.0
Signature.24,0.23261138554,0.0204064554501
Signature.25,0.0500695258902,0.0502504899978
Signature.26,0.127985506949,0.0
Signature.27,0.0,0.0181886576807
Signature.28,0.0,0.0222465842169
Signature.29,0.0306620931163,0.0
Signature.30,0.0179998799982,0.0
