,1:3:5,2,4
Signature.1,0.0145146169819,0.0615437013705,0.0131336130328
Signature.2,0.0386892929302,0.166318152143,0.0
Signature.3,0.0,0.0154301612718,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0751677951432,0.0
Signature.7,0.0,0.0482146687994,0.0
Signature.8,0.0781397915816,0.0,0.177243550541
Signature.9,0.0,0.0,0.0
Signature.10,0.270833919292,0.122120260716,0.258302695437
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0253527122757
Signature.13,0.0,0.0,0.0
Signature.14,0.155544849049,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0163189753459,0.0
Signature.17,0.222731759162,0.0,0.0524807816082
Signature.18,0.0110230861538,0.152082518752,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0,0.166744583277
Signature.21,0.0982092892591,0.279977907277,0.0137430187274
Signature.22,0.0,0.0,0.0
Signature.23,0.0112509456657,0.0189279923425,0.0530451742414
Signature.24,0.0,0.0,0.0
Signature.25,0.0121246926207,0.0,0.0
Signature.26,0.0,0.0,0.0564729366308
Signature.27,0.0,0.0438978668381,0.0
Signature.28,0.0585596004841,0.0,0.116896672331
Signature.29,0.0283781568196,0.0,0.0
Signature.30,0.0,0.0,0.0665842618973
