,1:3:2:5:4:7:6:9:8
Signature.1,0.0617672523823
Signature.2,0.040569635829
Signature.3,0.0258938816988
Signature.4,0.0183665705242
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0296743625805
Signature.10,0.0686082266381
Signature.11,0.0
Signature.12,0.0
Signature.13,0.144029003765
Signature.14,0.0372859344505
Signature.15,0.021953609403
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.120909194338
Signature.22,0.205201240859
Signature.23,0.0541890727201
Signature.24,0.0964453785052
Signature.25,0.0
Signature.26,0.0108608992706
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0517264285938
Signature.30,0.0125193084421
