,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0534397222155
Signature.8,0.025975340842
Signature.9,0.0159892157811
Signature.10,0.0642820804196
Signature.11,0.0
Signature.12,0.137472757002
Signature.13,0.0185227260379
Signature.14,0.0
Signature.15,0.116751220189
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0205596369099
Signature.24,0.114985812683
Signature.25,0.128623132327
Signature.26,0.0849426372667
Signature.27,0.0460765520629
Signature.28,0.0
Signature.29,0.0150956682696
Signature.30,0.157283497994
