,1:3:2:4:7:6:9:8,5
Signature.1,0.0,0.0
Signature.2,0.0256065720124,0.0
Signature.3,0.0565273592092,0.0367661849182
Signature.4,0.0,0.0
Signature.5,0.0148350092797,0.011152886427
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0326105510818,0.0204850532966
Signature.9,0.0518340370623,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0119251115913
Signature.12,0.0,0.0
Signature.13,0.0183253530736,0.0
Signature.14,0.0,0.0236221152847
Signature.15,0.129516717239,0.0
Signature.16,0.0,0.0481986274147
Signature.17,0.0,0.0520428817427
Signature.18,0.0,0.0179584292145
Signature.19,0.0,0.0136471824491
Signature.20,0.0,0.107991076087
Signature.21,0.0171292972272,0.0518767241779
Signature.22,0.0254329195056,0.0141760609176
Signature.23,0.018090067285,0.0
Signature.24,0.03376597674,0.186174999646
Signature.25,0.453507283688,0.0
Signature.26,0.0,0.0
Signature.27,0.0760072609851,0.376006724588
Signature.28,0.0,0.0
Signature.29,0.0,0.0279759422445
Signature.30,0.0468115956113,0.0
