,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.278885309081
Signature.8,0.368292435544
Signature.9,0.0295609961272
Signature.10,0.107826808813
Signature.11,0.0
Signature.12,0.0626726632465
Signature.13,0.0
Signature.14,0.0392519071547
Signature.15,0.0181755452792
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0117068703829
Signature.19,0.0
Signature.20,0.0
Signature.21,0.049338039426
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0115371670669
Signature.27,0.0227522578787
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
