,1:4,3,2,5
Signature.1,0.0,0.090906658871,0.0,0.28038947845
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.127134761105,0.0,0.252339015052,0.0
Signature.4,0.0,0.0,0.148673673474,0.0553094682479
Signature.5,0.0145800541668,0.0230078664164,0.0,0.0652144171575
Signature.6,0.139546845569,0.0,0.0186585505642,0.0327331012352
Signature.7,0.0,0.0379313684796,0.0,0.0
Signature.8,0.0188946820608,0.0,0.0700821854087,0.0
Signature.9,0.0113161235358,0.0,0.0,0.0
Signature.10,0.0244747083177,0.0160049355459,0.103291234415,0.0212671911458
Signature.11,0.0,0.16858035863,0.026574664592,0.0
Signature.12,0.0,0.0,0.0260127197279,0.0
Signature.13,0.0,0.0,0.0228663516842,0.149409760287
Signature.14,0.0891623346424,0.0,0.0600351784133,0.0206553571813
Signature.15,0.0,0.0853905533987,0.0,0.0
Signature.16,0.0,0.0,0.0,0.0672582761593
Signature.17,0.0,0.0107122739153,0.0210579288316,0.0
Signature.18,0.0,0.076172428433,0.0455868161749,0.0
Signature.19,0.0,0.020542911629,0.0,0.0351197560103
Signature.20,0.183517325658,0.0142785886626,0.0,0.0
Signature.21,0.0158995597985,0.160004418708,0.0240079346934,0.0
Signature.22,0.194749714625,0.0,0.0,0.0
Signature.23,0.0,0.12877104822,0.0,0.0769145677458
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0195113449452,0.0,0.0149755739711,0.070643572337
Signature.26,0.0,0.0,0.0833488324057,0.0
Signature.27,0.124439355197,0.0,0.0,0.0
Signature.28,0.036773190379,0.0252240036965,0.0240522518478,0.0489010698581
Signature.29,0.0,0.0,0.0164689008394,0.0761839841854
Signature.30,0.0,0.142472585394,0.0419681879051,0.0
