,1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0438468523131
Signature.3,0.058509952816
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0200951916249
Signature.7,0.0682958558038
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0145150875215
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.122635557314
Signature.19,0.0804031643878
Signature.20,0.0
Signature.21,0.215045937246
Signature.22,0.0326570724055
Signature.23,0.171116934277
Signature.24,0.0
Signature.25,0.0711289513704
Signature.26,0.0300038864914
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0483685775548
Signature.30,0.0233769788744
