,11:1:3:2:5:4:9,10,7:6,8
Signature.1,0.0327436649763,0.0144598474393,0.0185735736128,0.0
Signature.2,0.123871139252,0.147488112689,0.0,0.0728144696422
Signature.3,0.0,0.144860267719,0.0490284074579,0.0118764331183
Signature.4,0.0326068547757,0.0219514971852,0.0,0.208498270147
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0,0.107432931881,0.0
Signature.8,0.0126076536584,0.114026532027,0.0,0.11746640757
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0494276914266,0.0
Signature.11,0.0561093439788,0.0820454977652,0.0,0.0471217148564
Signature.12,0.0292157662274,0.0,0.0,0.0
Signature.13,0.0171356573875,0.0,0.287474479687,0.0
Signature.14,0.124802469007,0.0572307428258,0.0351097928035,0.0409964338575
Signature.15,0.0328139444402,0.0953727774431,0.0440125025104,0.0266600272834
Signature.16,0.0,0.0681867118507,0.0125370865249,0.243147369777
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.0119632216603,0.0,0.0,0.0
Signature.19,0.0224039587657,0.0305170816867,0.0281155069728,0.15179230304
Signature.20,0.0,0.0,0.0270441001975,0.0121987952173
Signature.21,0.0,0.0,0.0680985318039,0.0438765891361
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0355473342831,0.0,0.0125150512991,0.0
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.196920278575,0.0,0.0143421311145,0.0106094107609
Signature.27,0.271258713012,0.0,0.0,0.0
Signature.28,0.0,0.208041373752,0.0771591380696,0.0129417755933
Signature.29,0.0,0.0,0.132560494873,0.0
Signature.30,0.0,0.0158195576168,0.0365685797656,0.0
