,11:10:1:3:2:5:4:9,7:6,8
Signature.1,0.0,0.110976118399,0.0
Signature.2,0.261688667032,0.100867326985,0.0129551414344
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0536431114283,0.0
Signature.5,0.0,0.0265302417122,0.213230588901
Signature.6,0.0,0.162141409104,0.0
Signature.7,0.0,0.0,0.0709881766978
Signature.8,0.0680434403159,0.0194115535961,0.0540377103347
Signature.9,0.0861562682989,0.0,0.0
Signature.10,0.0,0.0160035067855,0.0
Signature.11,0.0,0.0,0.0459992390552
Signature.12,0.014855694335,0.0,0.0
Signature.13,0.0,0.0372296613722,0.0213894792018
Signature.14,0.0,0.0,0.0
Signature.15,0.102227498652,0.0,0.0
Signature.16,0.0180946599194,0.0136368569267,0.0
Signature.17,0.0,0.0446912473001,0.0
Signature.18,0.209162875835,0.0885865582414,0.0515207921121
Signature.19,0.0,0.0,0.0242422106818
Signature.20,0.0,0.0215238938808,0.0
Signature.21,0.0221431876178,0.0,0.0607421285594
Signature.22,0.0228523247854,0.0784184515391,0.0247033387479
Signature.23,0.0,0.0,0.015858878088
Signature.24,0.0,0.0150131345471,0.0
Signature.25,0.12396511283,0.0,0.319282020725
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.174466569942,0.0662169029699
Signature.28,0.0268021081603,0.0,0.0188333924904
Signature.29,0.0152975746786,0.0368603582396,0.0
Signature.30,0.0287105875404,0.0,0.0
