,11:13:12:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0,0.0
Signature.2,0.384292268111,0.0144311905234
Signature.3,0.0,0.0
Signature.4,0.0,0.0468157420594
Signature.5,0.030085064251,0.0
Signature.6,0.223496419203,0.202027819507
Signature.7,0.0197121540744,0.0
Signature.8,0.0,0.0
Signature.9,0.0106359822793,0.0
Signature.10,0.131477573458,0.0
Signature.11,0.0348980972566,0.0193141350408
Signature.12,0.0,0.0679352456382
Signature.13,0.0,0.032072710789
Signature.14,0.0,0.0537265866613
Signature.15,0.0186192375341,0.015025641236
Signature.16,0.0,0.0319730106049
Signature.17,0.0,0.0603130263824
Signature.18,0.0503275449255,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0442259125261
Signature.22,0.0,0.0
Signature.23,0.0,0.201075342375
Signature.24,0.0219590663134,0.0
Signature.25,0.0,0.0
Signature.26,0.0327151616606,0.0
Signature.27,0.0417814309334,0.211063636657
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
