,11:10:13:12:1:3:2:5:4:7:6:8,9
Signature.1,0.03533221047,0.0
Signature.2,0.0143817754148,0.0672397568088
Signature.3,0.0946542998691,0.0424202830236
Signature.4,0.0115713873375,0.0
Signature.5,0.0,0.0
Signature.6,0.0156746308091,0.0
Signature.7,0.0,0.0
Signature.8,0.0314429514466,0.0
Signature.9,0.0,0.12149844994
Signature.10,0.0,0.0
Signature.11,0.0,0.0334989570838
Signature.12,0.0129832656656,0.0468669105885
Signature.13,0.0,0.0147752985663
Signature.14,0.0,0.0
Signature.15,0.0126412170466,0.0582410085515
Signature.16,0.0,0.0499971376073
Signature.17,0.0,0.0
Signature.18,0.0307820112234,0.115881352067
Signature.19,0.0165162217994,0.0344927194095
Signature.20,0.0,0.100567558742
Signature.21,0.01104720431,0.0
Signature.22,0.0222166434266,0.0
Signature.23,0.0389681293435,0.0116056349222
Signature.24,0.280619661866,0.0202301134445
Signature.25,0.0,0.0956177318578
Signature.26,0.0,0.150164552804
Signature.27,0.236120787757,0.0
Signature.28,0.0,0.0
Signature.29,0.121482877182,0.0369025345819
Signature.30,0.0135647250321,0.0
